post,responseid,duplicated,age,genderselectedchoice,raceblackafricanamerican,raceasianasianamerican,racehispaniclatinx,racenativeamericanindigenous,racenativehawaiianpacificislande,racemultiracial,racewhite,raceother,grade,primarylanguagespokenathome,program,fellow,school,whatschooldoyounormallyattendoth,q1like,q1fun,q1bored,q1todo,q2interested,q2talkupset,q2help,q2listen,q3close,q3support,q3friends,workdone,tryharderinschool,dobetterinschool,enjoyschoolmore,moreconfident_college,explorecollegeoptions,explorecareer,buildrelationships,identifycaringadult,caringadultlisten,q4learn,q4grades,q4useful,q4well,q4important,q5listen,q5important,q5raceknow,q5racelike,q6part,q6care,q6happy,q6fun,q6enjoy,q7doolder,q7college,q7interests,q7goals,q8courses,q8activities,q8financial,q8chances,q9successful,q9graduate,q9college,male,EmotionalEngagement,CognitiveEngagement,q1boredreverse,TEPPSProgEng,TEPPSProgAdult,TEPPSProgramSafety,PYDNhood,PYDDiversity,AdultPlanning,AdultAcademic,AnticipateHappen,dup,MPF: Youth Tracker,Time Served for this Reporting Period (minutes),Student Status (Active),Student Status (No student contact this reporting period),Student Status (Student no longer with the program)
0,R_33rnvuIkfWPlB6e,TRUE,6,2,0,0,0,0,0,0,0,1,11,Amharic,698,1,,,4,4,1,4,3,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,5,4,4,4,4,12,5,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_Ab2B5YCmj5GafAd,TRUE,7,2,1,0,0,0,0,0,0,,11,11,698,1,,,4,4,2,3,3,3,3,4,3,4,4,4,7,7,7,7,7,8,1,7,7,3,4,4,4,4,5,4,5,5,4,4,5,5,4,3,3,3,3,3,3,3,3,3,3,3,0,4,4,3,4,3,11,5,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_114r17zOpoFpsAM,TRUE,5,2,1,0,0,0,0,0,0,,11,Haitian Creole/English,698,1,,,3,3,2,3,4,3,3,4,3,3,4,,,,,,,,,,,4,4,3,4,4,2,1,3,3,4,4,4,4,4,3,3,2,2,2,1,1,1,3,3,3,0,4,4,3,3,4,10,2,3,3,1,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_12rsvaUZckqly3m,TRUE,6,2,1,0,0,0,0,0,0,,11,23,698,1,,,4,4,2,3,4,3,4,4,3,3,3,7,7,7,7,7,7,7,7,7,7,4,4,2,3,3,3,2,4,4,4,4,2,2,4,3,3,3,3,3,2,1,2,3,3,3,0,3,3,3,4,4,9,3,4,3,2,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_2Vl2EPclUxauCMZ,TRUE,10,1,1,0,0,0,0,0,0,,13,Amharic ,698,0,,,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,3,3,1,4,3,2,3,3,9,4,4,2,2,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_1KoJefyD3dJLCgq,TRUE,10,1,1,0,0,0,0,0,0,,13,11,698,1,,,4,3,2,3,4,4,4,4,3,3,3,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,5,4,5,5,5,5,5,5,3,3,3,3,2,3,3,3,3,3,3,1,5,3,3,3,4,9,4,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_3f7B0y6mhbgoY9z,TRUE,11,2,1,0,0,0,0,0,0,,13,Haitian creole ,698,1,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,5,4,4,4,4,12,5,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_3jVAdDXMowcGOL0,TRUE,11,2,1,0,0,0,0,0,0,,13,23,698,1,,,4,4,1,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,4,4,,,,,,,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_12yvCTBiSrq9VzH,FALSE,5,1,0,1,0,0,0,0,0,,10,English,698,1,,,3,4,3,4,3,3,4,3,4,4,3,,,,,,,,,,,4,4,3,3,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,1,4,4,2,3,3,11,4,4,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_735YCuATMdS13tn,FALSE,11,2,1,0,0,0,0,0,0,,12,Amharic and English ,698,1,,,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,4,3,2,3,3,9,4,4,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_Ok6hjJwjWK1wgjT,TRUE,7,1,0,0,0,0,0,0,0,,11,Spanish ,698,1,,,3,3,3,3,3,3,3,4,4,3,4,,,,,,,,,,,4,4,4,4,4,5,3,3,4,4,4,4,4,4,3,2,2,2,3,2,3,3,2,3,2,1,4,4,2,3,3,11,4,4,2,3,2,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_1ojLdPLvyDMpWK5,TRUE,7,1,0,0,0,0,0,0,0,,11,30,698,1,,,4,3,1,4,4,4,3,4,4,3,4,7,8,7,7,7,8,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,4,5,3,3,3,3,3,3,3,3,3,3,3,1,5,4,4,4,4,11,4,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_2CUOUGCgxSJX2oN,FALSE,7,2,1,0,0,0,0,0,0,,11,Haitian creale,698,1,,,3,3,3,2,4,4,4,4,3,3,3,,,,,,,,,,,3,3,3,3,3,3,4,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,0,4,3,2,3,4,9,4,3,2,2,2,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_12R1KomR0iik9NX,TRUE,9,2,1,0,0,0,0,0,0,,12,Ahmaric ,698,0,,,4,3,1,4,4,1,4,4,3,4,4,,,,,,,,,,,1,4,4,4,4,3,1,5,5,4,5,5,5,5,2,3,3,3,2,3,3,2,2,3,3,0,5,3,4,4,3,11,2,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_tRmqpid5GPiawed,TRUE,7,2,1,0,0,0,0,0,0,,12,Amharic,698,1,,,4,4,4,4,4,4,4,4,3,3,3,,,,,,,,,,,3,3,3,3,3,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,4,3,1,3,4,9,5,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_2YMpxpJB0H3sydG,TRUE,8,2,1,0,0,0,0,0,0,,12,11,698,1,,,3,3,2,3,2,2,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,4,3,3,3,3,9,4,4,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_24Jh3CvJL3uFLON,TRUE,7,1,1,0,0,0,0,0,0,,12,Creole,698,1,,,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,1,5,4,1,3,4,12,5,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_tQcMb4UpzhhU1B7,FALSE,9,2,0,0,0,0,0,0,0,,13,30,698,1,,,3,3,2,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,3,3,0,4,4,3,3,3,9,4,4,2,2,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_puAFOPVa5Oa5gQh,FALSE,9,2,0,0,0,0,0,0,0,,13,Spanish ,698,0,,,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,0,4,3,2,3,3,9,4,4,2,2,2,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_pfwOnqPAAxQ53P3,FALSE,6,2,0,1,0,0,0,0,0,,11,Chinese,698,1,,,3,3,2,3,3,3,3,3,3,2,4,,,,,,,,,,,4,4,3,4,4,3,4,3,5,4,4,5,4,5,2,3,2,3,3,3,3,3,3,3,3,0,4,4,3,3,3,9,4,4,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_2AWghu546R7BDVN,TRUE,7,1,1,0,0,0,0,0,0,,12,9,698,1,,,4,4,4,4,1,4,1,4,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,3,3,7,,,,,,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_3kCjihiTGqn4Dem,FALSE,6,2,0,0,0,0,0,0,0,1,10,Amharic ,698,1,,,4,4,1,4,3,3,4,4,3,3,3,,,,,,,,,,,4,4,4,4,4,4,4,4,5,5,5,5,5,5,2,2,2,2,2,2,2,2,3,3,3,0,5,4,4,4,4,9,4,5,2,2,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_2v5L1Y4jaTAPMIw,TRUE,10,2,1,0,0,0,0,0,0,,13,Hatian Creole,698,1,,,4,4,1,4,3,1,3,4,3,,2,,,,,,,,,,,4,4,3,3,3,3,5,2,3,4,4,5,4,4,3,3,2,2,3,2,3,3,3,3,3,0,4,3,4,4,3,,4,3,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_2zYfTCR3fJAkrbe,TRUE,10,2,1,0,0,0,0,0,0,,13,23,698,0,,,4,4,2,4,3,3,3,3,3,3,3,8,8,8,7,8,8,8,8,8,8,4,4,4,4,4,5,5,3,2,2,5,5,4,5,2,2,2,2,2,2,2,2,3,3,3,0,4,4,3,4,3,9,5,3,2,2,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_1jTkZnUu8L2DmMe,FALSE,9,1,0,1,0,0,0,0,0,,13,13,698,1,,,4,4,1,4,4,4,4,4,4,4,4,1,7,7,8,8,8,8,7,7,7,3,4,2,3,2,2,4,4,4,4,4,4,4,4,1,2,2,2,3,2,2,2,2,2,2,1,4,3,4,4,4,12,3,4,2,2,2,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_1hJPCSXiVGn9Knw,FALSE,6,2,0,0,0,0,0,0,0,,11,Spanish,698,1,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,1,1,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,0,4,4,4,4,4,12,1,4,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_269M0xw3B34Bdvp,TRUE,5,2,0,0,0,0,0,0,0,,10,portuguese and spanish ,698,1,,,4,4,1,4,4,3,3,4,4,4,3,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,5,4,4,4,4,11,5,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_cMiHLUSggeeHsOd,FALSE,8,2,1,0,0,0,0,0,0,,13,Amharic,698,1,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,3,3,5,5,5,5,4,5,3,3,3,3,3,3,3,3,3,3,3,0,5,4,4,4,4,12,4,4,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_vMHN0FaJc4mCO1H,FALSE,7,2,0,0,0,0,0,0,0,,12,Spanish ,698,1,,,3,3,4,3,4,4,4,4,4,4,3,,,,,,,,,,,4,4,2,3,3,2,2,1,2,4,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,0,3,3,1,3,4,11,2,2,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_W0ut70RwQy8fPAl,FALSE,9,2,0,0,0,0,0,0,0,,12,Español ,698,1,,,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,0,4,3,2,3,3,9,3,3,2,2,2,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_DSoAFy7eLpUPt9T,FALSE,9,2,1,0,0,0,0,0,0,,13,Haitian Creole ,698,1,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,2,5,5,5,5,5,4,5,3,3,3,3,3,3,3,3,3,3,3,0,5,4,4,4,4,12,4,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_3O0nZU9HhHuPlTa,TRUE,7,2,0,1,0,0,0,0,0,,11,Bangali,698,1,,,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,4,3,2,3,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,0,4,3,2,3,3,9,4,3,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_VKXxk5HPe1v2T3r,TRUE,7,2,0,1,0,0,0,0,0,,11,13,698,1,,,3,3,2,3,4,3,3,4,3,3,3,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,,,,,4,4,5,4,4,3,3,3,3,,,,,3,3,3,0,4,3,3,3,4,9,,,3,,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_2bO6SKAHBJr75fz,FALSE,7,1,0,0,0,0,0,0,0,1,12,Amharic,698,1,,,4,4,2,3,4,4,4,4,3,4,4,,,,,,,,,,,4,4,4,4,4,5,5,4,5,5,5,5,5,5,3,3,3,3,2,1,1,1,2,3,3,1,5,4,3,4,4,11,5,5,3,1,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_3Rm95AQZJwJ0Dy9,TRUE,8,2,0,0,0,0,0,0,0,,12,30,698,1,,,4,4,1,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,0,4,3,4,4,4,12,4,4,2,2,2,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_3PFAe9YdhYYMgL4,FALSE,4,1,0,0,0,0,0,0,0,1,10,Hatien Creole,698,0,,,3,4,2,3,4,4,4,4,3,3,3,,,,,,,,,,,4,4,4,4,4,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,1,5,4,3,3,4,9,4,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_31pmeZuXZWzHk6r,TRUE,8,2,0,0,0,0,0,0,0,1,12,20,698,1,,,3,3,2,3,3,4,4,4,3,3,4,8,8,8,8,8,8,7,8,8,7,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,0,4,4,3,3,4,10,4,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_3neYUumagP69EPW,FALSE,8,2,1,0,0,0,0,0,0,,11,Amharic ,698,1,,,4,4,1,3,3,3,3,3,3,3,4,,,,,,,,,,,4,4,4,4,4,4,4,4,3,5,5,5,4,4,3,3,3,3,3,2,2,2,3,2,3,0,5,4,4,4,3,10,4,4,3,2,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_ByOeF6ct85ji4wh,FALSE,5,2,0,1,0,0,0,0,0,,10,Bengali and English,698,1,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,5,4,4,4,4,12,5,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_27gvziv4fYx8ZP2,TRUE,7,2,1,0,0,0,0,0,0,,13,11,698,1,,,4,4,1,4,4,4,4,4,3,3,4,8,8,8,8,8,8,8,8,8,8,4,4,,4,4,5,5,,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,5,,4,4,4,10,5,,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_1HofbfYoxW6awSD,TRUE,11,2,1,0,0,0,0,0,0,,13,Haitian Creole and French,698,1,,,4,1,4,4,4,1,4,4,3,2,4,,,,,,,,,,,4,4,4,4,4,4,4,1,5,4,5,5,5,4,2,3,2,3,2,2,1,3,2,3,3,0,5,4,1,3,3,9,4,3,3,2,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_3gMmuumOxW8aHZ9,TRUE,11,2,1,0,0,0,0,0,0,,13,23,698,1,,,3,4,1,3,3,4,3,3,3,3,4,7,7,7,7,7,7,7,7,7,7,3,3,3,3,4,3,4,2,4,4,5,5,4,4,2,3,2,2,2,3,2,2,2,3,3,0,5,3,4,4,3,10,4,3,2,2,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_2QXajNwbxD1y2nw,FALSE,11,2,1,0,0,0,0,0,0,,12,Amharic,698,1,,,4,4,1,4,3,4,4,4,3,4,4,,,,,,,,,,,3,4,4,2,1,3,5,5,5,4,5,5,5,5,3,2,3,2,1,1,1,2,2,1,1,0,5,3,4,4,4,11,4,5,3,1,1,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_rlGe5HXgbIbIFOh,FALSE,10,2,1,0,0,0,0,0,0,,12,Creole and French,698,1,,,3,3,1,3,1,1,1,3,3,3,3,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,5,4,4,3,2,9,5,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_2ax9UYEvHHCqTOp,TRUE,10,1,0,1,0,0,0,0,0,,13,32,698,1,,,4,3,2,3,4,4,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,1,1,1,3,3,4,3,2,2,2,2,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_2YPUuJYmzw9wWYZ,FALSE,8,2,0,1,0,0,0,0,0,,12,Bangla,698,1,,,3,3,3,4,2,3,3,4,3,3,4,,,,,,,,,,,4,4,4,4,4,2,2,4,3,4,4,4,4,4,2,3,3,3,2,2,2,2,3,3,3,0,4,4,2,3,3,10,2,4,3,2,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_25siiXaVa4m55lz,TRUE,6,2,0,0,0,0,0,0,0,,11,Spanish ,698,1,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,1,1,4,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,4,4,4,4,4,12,1,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_cIs3BNm2iczufJf,TRUE,6,2,0,0,0,0,0,0,0,,11,30,698,1,,,4,4,2,4,4,4,4,4,4,4,4,8,8,8,7,8,8,7,8,8,8,4,4,4,4,4,2,1,4,5,5,5,5,4,5,3,3,2,2,2,2,1,2,3,3,3,0,5,4,3,4,4,12,2,5,3,2,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_qF99DgFudkLFE5z,TRUE,9,2,1,0,0,0,0,0,0,,13,"Creole, French",698,0,,,4,3,2,3,3,4,4,4,3,4,4,,,,,,,,,,,4,4,3,4,4,3,2,2,5,4,4,4,4,2,2,3,2,3,3,3,2,2,3,3,3,0,4,4,3,3,4,11,3,4,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_1LUNOPcjXHhlVzK,TRUE,10,2,1,0,0,0,0,0,0,,13,23,698,1,,,3,3,2,2,4,4,4,4,3,3,3,7,7,7,7,7,7,7,7,7,7,3,3,2,3,3,3,2,3,5,4,4,2,2,2,2,3,3,3,2,3,3,3,3,3,2,0,3,3,3,3,4,9,3,4,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_3NxQR9zP0gsoWhw,FALSE,6,2,1,0,0,0,0,0,0,,10,Amharic and Afan Oromo,698,1,,,3,3,2,2,3,3,3,3,3,3,4,,,,,,,,,,,4,4,4,4,4,4,4,3,4,5,2,5,5,5,2,3,3,3,3,3,3,3,3,3,3,0,4,4,3,3,3,10,4,4,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_2RP5bvYfRivh1DH,TRUE,8,2,0,0,0,0,0,0,0,1,12,amharic and english ,698,1,,,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,5,4,1,3,4,12,4,4,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_3ikGS4tNCtVTkBb,TRUE,7,2,1,0,0,0,0,0,0,,13,Amharic,698,0,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,4,5,5,4,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,5,4,4,4,4,12,5,5,3,3,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_1DBB7JcMchPbzFW,TRUE,9,1,0,1,0,0,0,0,0,,13,thai,698,0,,,4,4,2,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,5,5,5,4,2,2,2,2,2,2,2,2,2,2,2,1,5,4,3,4,4,12,5,5,2,2,2,0,Enroot (Cambridge Leadership),88735,424,37,6
1,R_2ujmFFjHgbuZncl,FALSE,8,2,1,0,0,0,0,0,0,,12,23,698,1,,,3,3,1,3,4,4,4,3,3,3,4,7,7,7,7,8,7,8,7,7,7,4,4,4,4,4,4,3,2,5,4,5,5,5,5,2,3,3,3,2,3,1,2,3,3,3,0,5,4,4,3,4,10,4,4,3,2,3,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_2fvuvrZksTMKgpM,FALSE,7,1,1,0,0,0,0,0,0,,12,creole,698,1,,,4,4,4,4,4,3,4,4,4,4,4,,,,,,,,,,,4,4,4,3,3,4,5,4,5,5,5,5,4,4,3,3,2,3,3,3,3,3,2,2,3,1,5,4,1,3,4,12,5,5,3,3,2,0,Enroot (Cambridge Leadership),88735,424,37,6
0,R_24dt9sebJKTQ9fW,FALSE,9,1,0,0,0,0,0,0,0,,13,English/Spanish,708,0,,,3,3,2,3,2,4,3,3,4,3,3,,,,,,,,,,,4,4,4,3,4,2,2,4,3,4,4,4,4,4,3,3,2,2,3,2,1,2,2,3,2,1,4,4,3,3,3,10,2,4,3,2,2,0,MetroWest College Planning Center,95890,339,56,332
0,R_3psDlsvUAu8uh1e,FALSE,8,1,0,0,0,0,0,0,1,,13,Portuguese,708,1,,,4,4,1,4,4,4,4,4,4,4,3,,,,,,,,,,,4,4,4,4,4,3,2,5,5,4,5,5,5,5,3,2,2,2,2,2,3,3,3,3,3,1,5,4,4,4,4,11,3,5,2,3,3,0,MetroWest College Planning Center,95890,339,56,332
0,R_OBFbLBL9iK8CzhD,FALSE,8,1,0,0,0,0,0,0,1,,13,English ,708,0,,,3,3,3,2,4,3,4,4,3,3,3,,,,,,,,,,,4,3,3,4,3,4,3,5,5,4,4,4,4,5,3,3,3,3,2,2,3,3,2,3,3,1,4,3,2,3,4,9,4,5,3,3,3,0,MetroWest College Planning Center,95890,339,56,332
0,R_1OpB6hetGGYyE3m,FALSE,8,2,0,0,0,0,0,0,1,,13,English,708,0,,,4,4,2,3,3,4,4,4,3,4,4,,,,,,,,,,,3,2,2,2,2,2,1,5,5,4,1,1,1,4,3,3,3,3,3,2,3,3,2,3,3,0,2,2,3,4,4,11,2,5,3,3,3,0,MetroWest College Planning Center,95890,339,56,332
0,R_4UW1awjHR792xHj,FALSE,8,1,0,0,0,0,0,0,0,,13,Portuguese,708,1,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,3,3,3,3,3,3,3,2,4,4,4,4,2,4,2,2,2,2,1,1,1,2,2,3,2,1,4,3,4,4,4,12,3,3,2,1,2,0,MetroWest College Planning Center,95890,339,56,332
0,R_3ELQ9m0cCqkN6WU,FALSE,9,1,1,0,0,0,0,0,0,,13,Portuguese,708,1,,,4,4,1,4,4,4,4,4,3,3,2,,,,,,,,,,,4,4,3,3,3,2,2,1,4,4,2,4,4,4,2,2,2,2,2,1,2,2,2,3,3,1,3,3,4,4,4,8,2,3,2,2,3,0,MetroWest College Planning Center,95890,339,56,332
0,R_9QrDidVn8nnolfr,FALSE,8,2,0,0,0,0,0,0,1,,13,English,708,0,,,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,2,3,3,3,1,1,4,2,2,2,4,3,3,3,3,3,3,3,3,1,3,3,0,3,3,2,3,3,9,3,1,3,3,2,0,MetroWest College Planning Center,95890,339,56,332
0,R_1dh60MWGOBTMt5Z,FALSE,8,1,0,0,0,0,0,0,0,,13,English,708,1,,,4,4,4,4,4,4,4,4,3,3,4,,,,,,,,,,,3,3,3,3,3,3,3,5,5,5,5,5,4,4,2,2,2,2,2,2,2,2,2,3,2,1,5,3,1,3,4,10,3,5,2,2,2,0,MetroWest College Planning Center,95890,339,56,332
0,R_2rj9EF3DDSdZsNX,FALSE,8,2,0,0,0,0,0,0,0,,13,Portugese,708,0,,,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,4,4,3,4,5,5,4,4,2,2,4,2,3,2,1,1,2,2,2,2,3,3,0,3,3,2,3,3,9,4,5,2,2,3,0,MetroWest College Planning Center,95890,339,56,332
0,R_3lQtO5rQPuP0uWA,FALSE,9,1,0,0,0,0,0,0,0,,13,Portuguese ,708,1,,,4,4,1,4,3,3,3,3,4,4,4,,,,,,,,,,,3,3,3,3,4,3,3,3,5,4,4,4,4,4,2,2,2,2,2,2,2,2,2,3,2,1,4,3,4,4,3,12,3,4,2,2,2,0,MetroWest College Planning Center,95890,339,56,332
0,R_2Pkcp012CEI2pPM,TRUE,8,1,0,0,0,0,0,0,0,,13,Portuguese,708,0,,,4,4,1,4,3,2,2,4,4,4,4,,,,,,,,,,,4,3,2,4,2,3,3,5,5,4,5,5,4,4,2,2,1,2,3,3,2,2,2,3,3,1,5,3,4,4,3,12,3,5,2,3,3,0,MetroWest College Planning Center,95890,339,56,332
1,R_2PhZQbeSBB4jwfM,TRUE,8,1,0,0,0,0,0,0,0,,13,28,708,0,,,4,4,2,4,3,3,3,3,3,3,4,4,7,7,7,8,8,7,4,7,7,3,3,2,2,3,3,3,5,5,2,4,5,4,4,2,3,2,3,2,2,3,3,2,3,3,1,4,3,3,4,3,10,3,5,3,3,3,0,MetroWest College Planning Center,95890,339,56,332
0,R_2BhbhCb7AXbpNoa,TRUE,8,1,0,0,0,0,0,0,0,,13,English,708,1,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,3,3,3,3,4,4,4,3,5,5,5,5,4,4,2,2,2,2,2,2,2,2,2,3,2,1,5,3,4,4,4,12,4,4,2,2,2,0,MetroWest College Planning Center,95890,339,56,332
0,R_2B5KF2F10MmzvyC,FALSE,8,2,0,0,0,0,0,0,0,,13,Spanish,708,0,,,3,3,2,2,4,4,3,4,3,3,3,,,,,,,,,,,3,3,3,3,3,3,3,4,5,4,4,2,4,4,2,3,2,2,2,2,3,2,2,3,3,0,3,3,3,3,4,9,3,5,2,2,3,0,MetroWest College Planning Center,95890,339,56,332
0,R_6YjVTOiV8XCbCj7,TRUE,8,1,0,0,0,0,0,0,0,,13,English ,708,1,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,3,3,4,4,4,3,5,5,5,5,4,4,3,3,2,3,2,2,2,2,2,3,3,1,5,4,4,4,4,12,4,4,3,2,3,0,MetroWest College Planning Center,95890,339,56,332
